"","BIOCHEMICAL","SUPER.PATHWAY","SUB.PATHWAY","COMP.ID","PLATFORM","CHEMICAL.ID","RI","MASS","CAS","PUBCHEM","KEGG","HMDB"
"met_327","cytosine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",573,"LC/MS Pos Early",881,2060,112.0505,"71-30-7","597","C00380","HMDB00630"
"met_328","daidzein sulfate (2)","Xenobiotics","Food Component/Plant",48728,"LC/MS Neg",100006363,3330,333.0076,"",".","",""
"met_329","decanoylcarnitine (C10)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",33941,"LC/MS Pos Late",100001251,1130,316.2482,"1492-27-9","10245190","","HMDB00651"
"met_330","deoxycarnitine","Lipid","Carnitine Metabolism",36747,"LC/MS Pos Early",100001662,2052,146.1176,"6249-56-5","134","C01181","HMDB01161"
"met_331","deoxycholate","Lipid","Secondary Bile Acid Metabolism",1114,"LC/MS Neg",302,5294,391.2854,"83-44-3","222528","C04483","HMDB00626"
"met_332","dihomo-linoleate (20:2n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",17805,"LC/MS Neg",1231,5730,307.2643,"2091-39-6","6439848","C16525","HMDB05060"
"met_333","dihomo-linolenate (20:3n3 or n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",35718,"LC/MS Neg",100001739,5596,305.2486,"17046-59-2","5280581","C03242","HMDB02925"
"met_334","dihomo-linolenoylcarnitine (20:3n3 or 6)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57521,"LC/MS Pos Late",100015840,1392,450.3578,"",".","",""
"met_335","dihomo-linolenoyl-choline","Lipid","Fatty Acid Metabolism (Acyl Choline)",53262,"LC/MS Pos Late",100009335,1424,392.3523,"",".","",""
"met_336","dihomo-linoleoylcarnitine (C20:2)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57520,"LC/MS Pos Late",100015839,1436,452.3734,"",".","",""
"met_337","dihydroferulic acid","Xenobiotics","Food Component/Plant",40481,"LC/MS Neg",100003432,1928,195.0663,"1135-23-5","14340","",""
"met_338","dihydroorotate","Nucleotide","Pyrimidine Metabolism, Orotate containing",601,"LC/MS Polar",923,1910,157.0255,"155-54-4","648","C00337","HMDB03349"
"met_339","dimethyl sulfone","Xenobiotics","Chemical",43424,"LC/MS Pos Early",100004284,832,95.0161,"67-71-0","6213","C11142","HMDB04983"
"met_340","dimethylarginine (SDMA + ADMA)","Amino Acid","Urea cycle; Arginine and Proline Metabolism",36808,"LC/MS Pos Early",100001810,2850,203.1503,"102783-24-4","123831","C03626","HMDB01539"
"met_341","dimethylglycine","Amino Acid","Glycine, Serine and Threonine Metabolism",5086,"LC/MS Pos Early",806,1104,104.0706,"1118-68-9","673","C01026","HMDB00092"
"met_342","docosadienoate (22:2n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",32415,"LC/MS Neg",100001182,6034,335.2956,"7370-49-2","5282807","C16533","HMDB61714"
"met_343","docosadioate (C22-DC)","Lipid","Fatty Acid, Dicarboxylate",39837,"LC/MS Neg",100002952,5291.8,369.301,"505-56-6","244872","C19625",""
"met_344","docosahexaenoate (DHA; 22:6n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",44675,"LC/MS Neg",100000665,5525,327.233,"6217-54-5","445580","C06429","HMDB02183"
"met_345","docosahexaenoylcarnitine (C22:6)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57523,"LC/MS Pos Late",100015845,1349,472.3422,"",".","",""
"met_346","docosahexaenoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",53263,"LC/MS Pos Late",100009333,1378,414.3367,"",".","",""
"met_347","docosapentaenoate (n3 DPA; 22:5n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",32504,"LC/MS Neg",100001181,5571,329.2486,"2234-74-4","6441454","C16513","HMDB06528"
"met_348","docosapentaenoate (n6 DPA; 22:5n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",37478,"LC/MS Neg",100001580,5624.5,329.2486,"25182-74-5","6441454","C16513","HMDB01976"
"met_349","docosatrienoate (22:3n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",32417,"LC/MS Neg",100001195,5823,333.2799,"59708-86-0","5312556","C16534","HMDB02823"
"met_350","docosatrienoate (22:3n6)*","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",57467,"LC/MS Neg",100015762,5850,333.2799,"",".","",""
"met_351","dodecanedioate (C12-DC)","Lipid","Fatty Acid, Dicarboxylate",32388,"LC/MS Neg",100001102,2990,229.1445,"693-23-2","12736","C02678","HMDB00623"
"met_352","dopamine 3-O-sulfate","Amino Acid","Tyrosine Metabolism",48407,"LC/MS Neg",100006361,1556.2,232.0285,"","122136","C13690","HMDB06275"
"met_353","ectoine","Xenobiotics","Chemical",35651,"LC/MS Pos Early",100001635,1980,143.0815,"96702-03-3","126041","C06231",""
"met_354","eicosanodioate (C20-DC)","Lipid","Fatty Acid, Dicarboxylate",39831,"LC/MS Neg",100002951,5200.9,341.2697,"2424-92-2","75502","",""
"met_355","eicosapentaenoate (EPA; 20:5n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",18467,"LC/MS Neg",2050,5450,301.2173,"10-2005-9;10417-94-4","446284","C06428","HMDB01999"
"met_356","eicosapentaenoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",53258,"LC/MS Pos Late",100009336,1343,388.321,"",".","",""
"met_357","eicosenoate (20:1)","Lipid","Long Chain Fatty Acid",33587,"LC/MS Neg",100001335,5950,309.2799,"","5282768","C16526","HMDB02231"
"met_358","eicosenoylcarnitine (C20:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57519,"LC/MS Pos Late",100015838,1484,454.3891,"",".","",""
"met_359","equol sulfate","Xenobiotics","Food Component/Plant",40478,"LC/MS Neg",100003429,3630,321.0438,"",".","",""
"met_360","ergothioneine","Xenobiotics","Food Component/Plant",37459,"LC/MS Pos Early",100002154,850,230.0958,"58511-63-0","3032311","C05570","HMDB03045"
"met_361","erucate (22:1n9)","Lipid","Long Chain Fatty Acid",1552,"LC/MS Neg",1087,6355.6,337.3112,"112-86-7","5281116","C08316","HMDB02068"
"met_362","erythritol","Xenobiotics","Food Component/Plant",20699,"LC/MS Polar",100000846,1491,167.0561,"149-32-6","222285","C00503","HMDB02994"
"met_363","erythronate*","Carbohydrate","Aminosugar Metabolism",42420,"LC/MS Polar",100001320,2186,135.0299,"88759-55-1","2781043","","HMDB00613"
"met_364","ethylmalonate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",15765,"LC/MS Polar",2054,2785,131.035,"601-75-2","11756","","HMDB00622"
"met_365","eugenol sulfate","Xenobiotics","Food Component/Plant",48715,"LC/MS Neg",100006171,3782,243.0333,"95480-60-7","180632","",""
"met_366","flavin adenine dinucleotide (FAD)","Cofactors and Vitamins","Riboflavin Metabolism",2134,"LC/MS Neg",327,2425,784.1499,"146-14-5;84366-81-4","643975","C00016","HMDB01248"
"met_367","ferulic acid 4-sulfate","Xenobiotics","Food Component/Plant",47114,"LC/MS Neg",100005389,1200,273.0074,"86321-29-1","6305574","","HMDB29200"
"met_368","fructose","Carbohydrate","Fructose, Mannose and Galactose Metabolism",577,"LC/MS Polar",878,2065,179.0561,"57-48-7","5984","C00095","HMDB00660"
"met_369","fumarate","Energy","TCA Cycle",1643,"LC/MS Polar",330,3084,115.0037,"100-17-8","444972","C00122","HMDB00134"
"met_370","galactonate","Carbohydrate","Fructose, Mannose and Galactose Metabolism",27719,"LC/MS Polar",100001026,3085,195.051,"299-28-5","128869","C00880","HMDB00565"
"met_371","gamma-CEHC sulfate*","Cofactors and Vitamins","Tocopherol Metabolism",62280,"LC/MS Neg",100020480,2909,343.0857,"",".","",""
"met_372","gamma-glutamyl-2-aminobutyrate","Peptide","Gamma-glutamyl Amino Acid",37092,"LC/MS Pos Early",100001502,2380,233.1132,"16869-42-4",".","",""
"met_373","gamma-glutamylalanine","Peptide","Gamma-glutamyl Amino Acid",37063,"LC/MS Pos Early",100001843,1986,219.0976,"5875-41-2","440103","","HMDB29142"
"met_374","gamma-glutamyl-alpha-lysine","Peptide","Gamma-glutamyl Amino Acid",55015,"LC/MS Pos Early",100010901,2784,276.1554,"","65254","",""
"met_375","gamma-glutamylcitrulline*","Peptide","Gamma-glutamyl Amino Acid",62104,"LC/MS Pos Early",100020241,1644,305.1456,"",".","",""
"met_376","gamma-glutamyl-epsilon-lysine","Peptide","Gamma-glutamyl Amino Acid",33934,"LC/MS Pos Early",100001262,2717,276.1554,"17105-15-6","7015685","","HMDB03869"
"met_377","gamma-glutamylglutamate","Peptide","Gamma-glutamyl Amino Acid",36738,"LC/MS Pos Early",331,1775,277.103,"1116-22-9","92865","C05282","HMDB11737"
"met_378","gamma-glutamylglutamine","Peptide","Gamma-glutamyl Amino Acid",2730,"LC/MS Pos Early",1140,1430,276.119,"10148-81-9","150914","C05283","HMDB11738"
"met_379","gamma-glutamylglycine","Peptide","Gamma-glutamyl Amino Acid",33949,"LC/MS Pos Early",100001294,1535,205.0819,"1948-29-4","165527","","HMDB11667"
"met_380","gamma-glutamylhistidine","Peptide","Gamma-glutamyl Amino Acid",18245,"LC/MS Pos Early",1235,2740,285.1194,"37460-15-4","7017195","",""
"met_381","gamma-glutamylisoleucine*","Peptide","Gamma-glutamyl Amino Acid",34456,"LC/MS Pos Early",100001485,2940,261.1445,"","14253342","","HMDB11170"
"met_382","gamma-glutamylleucine","Peptide","Gamma-glutamyl Amino Acid",18369,"LC/MS Pos Early",1268,2991,261.1445,"2566-39-4","151023","","HMDB11171"
"met_383","gamma-glutamylmethionine","Peptide","Gamma-glutamyl Amino Acid",44872,"LC/MS Pos Early",100001313,2640,279.1009,"17663-87-5","7009567","","HMDB29155"
"met_384","gamma-glutamylphenylalanine","Peptide","Gamma-glutamyl Amino Acid",33422,"LC/MS Pos Early",100000491,2992,295.1289,"7432-24-8","111299","","HMDB00594"
"met_385","gamma-glutamylserine","Peptide","Gamma-glutamyl Amino Acid",54914,"LC/MS Pos Early",100009231,1351,235.0925,"5875-35-4",".","",""
"met_386","gamma-glutamylthreonine","Peptide","Gamma-glutamyl Amino Acid",33364,"LC/MS Pos Early",100001314,1750,249.1081,"5652-48-2","76078708","","HMDB29159"
"met_387","gamma-glutamyltryptophan","Peptide","Gamma-glutamyl Amino Acid",33947,"LC/MS Neg",100001295,1960,332.1252,"66471-20-3","3989307","","HMDB29160"
"met_388","gamma-glutamyltyrosine","Peptide","Gamma-glutamyl Amino Acid",2734,"LC/MS Pos Early",1102,2518,311.1238,"7432-23-7","94340","","HMDB11741"
"met_389","gamma-glutamylvaline","Peptide","Gamma-glutamyl Amino Acid",43829,"LC/MS Pos Early",100001126,2700,247.1289,"2746-34-1","7015683","","HMDB11172"
"met_390","gamma-tocopherol/beta-tocopherol","Cofactors and Vitamins","Tocopherol Metabolism",52473,"LC/MS Pos Late",100008998,2384,416.3643,"",".","",""
"met_391","genistein sulfate*","Xenobiotics","Food Component/Plant",62061,"LC/MS Neg",100020207,3616,349.0024,"",".","",""
"met_392","gluconate","Xenobiotics","Food Component/Plant",587,"LC/MS Polar",338,2922,195.051,"527-07-1","10690","C00257","HMDB00625"
"met_393","glucose","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48152,"LC/MS Polar",572,2342,225.0616,"50-99-7","79025","C00031","HMDB00122"
"met_394","glucuronate","Carbohydrate","Aminosugar Metabolism",15443,"LC/MS Polar",100000257,3233.3,193.0354,"207300-70-7","444791","C00191","HMDB00127"
"met_395","glutamate","Amino Acid","Glutamate Metabolism",57,"LC/MS Pos Early",561,1500,148.0604,"56-86-0","611","C00025","HMDB00148"
"met_396","glutamine","Amino Acid","Glutamate Metabolism",53,"LC/MS Pos Early",563,1291,147.0764,"56-85-9","5961","C00064","HMDB00641"
"met_397","glutarate (C5-DC)","Lipid","Fatty Acid, Dicarboxylate",396,"LC/MS Polar",339,2900,131.035,"110-94-1","743","C00489","HMDB00661"
"met_398","glutarylcarnitine (C5-DC)","Amino Acid","Lysine Metabolism",44664,"LC/MS Pos Early",100001593,2393,276.1442,"102636-82-8","71464488","","HMDB13130"
"met_399","glutathione, oxidized (GSSG)","Amino Acid","Glutathione Metabolism",27727,"LC/MS Pos Early",448,2667,613.1593,"103239-24-3","65359","C00127","HMDB03337"
"met_400","glycerate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,"LC/MS Polar",1052,2070.4,105.0193,"600-19-1","752","C00258","HMDB00139"
"met_401","glycerol","Lipid","Glycerolipid Metabolism",15122,"LC/MS Neg",1254,758,91.0401,"56-81-5","753","C00116","HMDB00131"
"met_402","glycerol 3-phosphate","Lipid","Glycerolipid Metabolism",43847,"LC/MS Pos Early",100000258,580,173.021,"29849-82-9","754","C00093","HMDB00126"
"met_403","glycerophosphoethanolamine","Lipid","Phospholipid Metabolism",37455,"LC/MS Polar",100001620,3075,214.0486,"33049-08-0","123874","C01233","HMDB00114"
"met_404","glycerophosphoglycerol","Lipid","Glycerolipid Metabolism",48857,"LC/MS Polar",100001619,2430,245.0432,"","439964","C03274",""
"met_405","glycerophosphoinositol*","Lipid","Phospholipid Metabolism",47155,"LC/MS Polar",100001621,3850,333.0592,"16824-65-0","167572","",""
"met_406","glycerophosphorylcholine (GPC)","Lipid","Phospholipid Metabolism",15990,"LC/MS Pos Early",100000269,672,258.1101,"28319-77-9","71920","C00670","HMDB00086"
"met_407","glycine","Amino Acid","Glycine, Serine and Threonine Metabolism",58,"LC/MS Pos Early",340,1375,76.0393,"56-40-6","750","C00037","HMDB00123"
"met_408","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","Lipid","Ceramides",57453,"LC/MS Pos Late",100015745,3380,808.6661,"",".","",""
"met_409","glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*","Lipid","Ceramides",57444,"LC/MS Pos Late",100015752,3839,826.6767,"",".","",""
"met_410","glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Ceramides",53013,"LC/MS Pos Late",100009272,2623,700.5722,"",".","",""
"met_411","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","Lipid","Ceramides",52234,"LC/MS Pos Late",100001882,3053,728.6035,"",".","",""
"met_412","guaiacol sulfate","Xenobiotics","Benzoate Metabolism",46111,"LC/MS Neg",100004208,2344,203.002,"","22473","","HMDB60013"
"met_413","guanidinoacetate","Amino Acid","Creatine Metabolism",43802,"LC/MS Polar",344,2884,116.0466,"352-97-6","763","C00581","HMDB00128"
"met_414","guanine","Nucleotide","Purine Metabolism, Guanine containing",32352,"LC/MS Pos Early",172,2032,152.0567,"73-40-5","764","C00242","HMDB00132"
"met_415","guanosine","Nucleotide","Purine Metabolism, Guanine containing",1573,"LC/MS Neg",1099,1662,282.0844,"118-00-3","6802","C00387","HMDB00133"
"met_416","gulonate*","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",46957,"LC/MS Polar",100001586,2750,195.051,"20246-53-1","9794176","C00257","HMDB03290"
"met_417","heme","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",41754,"LC/MS Pos Late",100001386,1124,616.1762,"14875-96-8","26945","C00032","HMDB03178"
"met_418","heneicosapentaenoate (21:5n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",57658,"LC/MS Neg",100015797,5514,315.233,"24257-10-1","11998573","",""
"met_419","HEPES","Xenobiotics","Chemical",21248,"LC/MS Neg",100000843,1022,237.0915,"7365-45-9","23831","",""
"met_420","heptanoate (7:0)","Lipid","Medium Chain Fatty Acid",1644,"LC/MS Neg",925,3670,129.0921,"111-14-8","8094","C17714","HMDB00666"
"met_421","heptenedioate (C7:1-DC)*","Lipid","Fatty Acid, Dicarboxylate",61866,"LC/MS Polar",100019981,2816,157.0506,"",".","",""
"met_422","hexadecadienoate (16:2n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",57652,"LC/MS Neg",100009394,5398,251.2017,"28290-73-5",".","","HMDB00477"
"met_423","hexadecanedioate (C16-DC)","Lipid","Fatty Acid, Dicarboxylate",35678,"LC/MS Neg",100001614,4615,285.2071,"505-54-4","10459","C19615","HMDB00672"
"met_424","hexadecatrienoate (16:3n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",57651,"LC/MS Neg",100009393,5330,249.186,"7561-64-0","5312428","",""
"met_425","hexadecenedioate (C16:1-DC)*","Lipid","Fatty Acid, Dicarboxylate",61862,"LC/MS Neg",100019975,4380,283.1915,"",".","",""
"met_426","hexanoylcarnitine (C6)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",32328,"LC/MS Pos Early",100000781,3308,260.1856,"6920-35-0","6426853","","HMDB00705"
"met_427","hexanoylglycine","Lipid","Fatty Acid Metabolism(Acyl Glycine)",35436,"LC/MS Neg",100001527,2900,172.0979,"24003-67-6","99463","","HMDB00701"
"met_428","hippurate","Xenobiotics","Benzoate Metabolism",15753,"LC/MS Neg",100000014,2106.9,178.051,"495-69-2","464","C01586","HMDB00714"
"met_429","histidine","Amino Acid","Histidine Metabolism",59,"LC/MS Neg",355,755.9,154.0622,"5934-29-2","6274","C00135","HMDB00177"
"met_430","histidine betaine (hercynine)*","Xenobiotics","Food Component/Plant",62278,"LC/MS Pos Early",100004059,2094,198.1237,"534-30-5","3083620","",""
"met_431","homoarginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",22137,"LC/MS Pos Early",100000961,2882,189.1346,"156-86-5","9085","C01924","HMDB00670"
"met_432","homocarnosine","Amino Acid","Histidine Metabolism",1633,"LC/MS Polar",41,3938.7,239.115,"3650-73-5","10243361","C00884","HMDB00745"
"met_433","homocitrulline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",22138,"LC/MS Pos Early",100000963,1908,190.1186,"1190-49-4","65072","C02427","HMDB00679"
"met_434","homostachydrine*","Xenobiotics","Food Component/Plant",33009,"LC/MS Pos Early",100001550,1750,158.1176,"1195-94-4","441447","C08283","HMDB33433"
"met_435","hydroquinone sulfate","Xenobiotics","Drug - Topical Agents",35322,"LC/MS Neg",100001604,1395,188.9863,"123-31-9","161220","C00530","HMDB02434"
"met_436","hydroxyasparagine**","Amino Acid","Alanine and Aspartate Metabolism",62060,"LC/MS Pos Early",100020205,1149,149.0557,"","97663","C03124","HMDB32332"
"met_437","trans-4-hydroxyproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",32306,"LC/MS Pos Early",1001,1064,132.0655,"51-35-4","5810","C01157","HMDB00725"
"met_438","hypotaurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",590,"LC/MS Pos Early",358,724,110.027,"300-84-5","107812","C00519","HMDB00965"
"met_439","hypoxanthine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,"LC/MS Neg",171,1291.2,135.0312,"68-94-0","790","C00262","HMDB00157"
"met_440","imidazole lactate","Amino Acid","Histidine Metabolism",15716,"LC/MS Pos Early",100000263,2040,157.0608,"14403-45-3","440129","C05568","HMDB02320"
"met_441","imidazole propionate","Amino Acid","Histidine Metabolism",40730,"LC/MS Pos Early",100003434,2263,141.0659,"1074-59-5","70630","","HMDB02271"
"met_442","indoleacetate","Amino Acid","Tryptophan Metabolism",27513,"LC/MS Neg",100001034,2200,174.0561,"6505-45-9","802","C00954","HMDB00197"
"met_443","indoleacetylalanine","Xenobiotics","Food Component/Plant",43285,"LC/MS Neg",100003106,2870,245.0932,"57105-39-2","3398622","",""
"met_444","indoleacetylglutamine","Amino Acid","Tryptophan Metabolism",42087,"LC/MS Neg",100001731,2535,302.1146,"","25200879","","HMDB13240"
"met_445","indoleacetylglycine","Amino Acid","Tryptophan Metabolism",54730,"LC/MS Neg",100006730,2610,231.0775,"","446640","",""
"met_446","indoleacrylate","Xenobiotics","Food Component/Plant",22114,"LC/MS Neg",100000800,2511,186.0561,"1204-06-4","15030923","","HMDB00734"
"met_447","indolelactate","Amino Acid","Tryptophan Metabolism",18349,"LC/MS Pos Early",100000463,2600,206.0812,"832-97-3","92904","C02043","HMDB00671"
"met_448","indolepropionate","Amino Acid","Tryptophan Metabolism",32405,"LC/MS Neg",100001083,2795,188.0717,"830-96-6","3744","","HMDB02302"
"met_449","inosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,"LC/MS Neg",361,1602.1,267.0735,"58-63-9","6021","C00294","HMDB00195"
"met_450","isobutyrylcarnitine (C4)","Amino Acid","Leucine, Isoleucine and Valine Metabolism",33441,"LC/MS Pos Early",100001055,2810,232.1543,"25518-49-4","168379","","HMDB00736"
"met_451","isobutyrylglycine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",35437,"LC/MS Neg",100001590,1420,144.0666,"15926-18-8","10855600","","HMDB00730"
"met_452","isocitrate","Energy","TCA Cycle",12110,"LC/MS Pos Early",1206,773,210.0608,"20226-99-7","1198","C00311","HMDB00193"
"met_453","isoeugenol sulfate","Xenobiotics","Food Component/Plant",48997,"LC/MS Neg",100006089,3893,243.0333,"",".","",""
"met_454","isoleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1125,"LC/MS Pos Early",376,2800,132.1019,"73-32-5","6306","C00407","HMDB00172"
"met_455","isoleucylglycine","Peptide","Dipeptide",40008,"LC/MS Neg",100003169,1992,187.1088,"868-28-0","342532","","HMDB28907"
"met_456","isovalerate (i5:0)","Amino Acid","Leucine, Isoleucine and Valine Metabolism",44656,"LC/MS Neg",100000708,1564,101.0608,"503-74-2","10430","C08262","HMDB00718"
"met_457","isovalerylcarnitine (C5)","Amino Acid","Leucine, Isoleucine and Valine Metabolism",34407,"LC/MS Pos Early",100001393,3085,246.17,"31023-24-2","6426851","","HMDB00688"
"met_458","isovalerylglycine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",35107,"LC/MS Neg",100001452,1950,158.0823,"16284-60-9","546304","","HMDB00678"
"met_459","kynurenate","Amino Acid","Tryptophan Metabolism",1417,"LC/MS Neg",98,2224,188.0353,"492-27-3","3845","C01717","HMDB00715"
"met_460","kynurenine","Amino Acid","Tryptophan Metabolism",15140,"LC/MS Pos Early",100000265,2739,209.0921,"2922-83-0","161166","C00328","HMDB00684"
"met_461","lactate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,"LC/MS Polar",482,1468.8,89.0244,"79-33-4","612","C00186","HMDB00190"
"met_462","lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Ceramides",53010,"LC/MS Pos Late",100009030,2527,862.625,"4201-62-1",".","",""
"met_463","lactosyl-N-stearoyl-sphingosine (d18:1/18:0)*","Lipid","Ceramides",54980,"LC/MS Pos Late",100010945,2906,890.6563,"","10260120","","HMDB11591"
"met_464","lanthionine","Xenobiotics","Chemical",42002,"LC/MS Pos Early",100003892,1730,209.0591,"8/2/83","98504","",""
"met_465","laurate (12:0)","Lipid","Medium Chain Fatty Acid",1645,"LC/MS Neg",181,5300,199.1704,"143-07-7","3893","C02679","HMDB00638"
"met_466","laurylcarnitine (C12)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",34534,"LC/MS Pos Late",100001392,1235,344.2795,"25518-54-1","10427569","","HMDB02250"
"met_467","leucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",60,"LC/MS Pos Early",397,2864,132.1019,"61-90-5","6106","C00123","HMDB00687"
"met_468","leucylglutamine*","Peptide","Dipeptide",48189,"LC/MS Pos Early",100003183,2620,260.1605,"","4305457","","HMDB28927"
"met_469","leucylglycine","Peptide","Dipeptide",40045,"LC/MS Pos Early",100003185,2778,189.1234,"686-50-0","79070","","HMDB28929"
"met_470","lignoceroyl sphingomyelin (d18:1/24:0)","Lipid","Sphingolipid Metabolism",57330,"LC/MS Pos Late",100006298,3437,815.7001,"60037-60-7",".","",""
"met_471","lignoceroylcarnitine (C24)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57515,"LC/MS Pos Late",100015834,1603,512.4673,"",".","",""
"met_472","linoleate (18:2n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",1105,"LC/MS Neg",180,5535,279.233,"60-33-3","5280450","C01595","HMDB00673"
"met_473","linolenate [alpha or gamma; (18:3n3 or 6)]","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",34035,"LC/MS Neg",100001337,5450,277.2173,"","5280934","C06426","HMDB03073"
"met_474","linolenoylcarnitine (C18:3)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57511,"LC/MS Pos Late",100015831,1310,422.3265,"",".","",""
"met_475","linoleoyl ethanolamide","Lipid","Endocannabinoid",52608,"LC/MS Neg",100006726,6150,322.2752,"68171-52-8","5283446","","HMDB12252"
"met_476","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","Lipid","Diacylglycerol",54955,"LC/MS Pos Late",100010922,2590,658.5405,"",".","","HMDB07257"
"met_477","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*","Lipid","Diacylglycerol",54956,"LC/MS Pos Late",100010923,2650,658.5405,"",".","","HMDB07257"
"met_478","linoleoylcarnitine (C18:2)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",46223,"LC/MS Pos Late",100003151,1430,424.3421,"36816-10-1","6450015","","HMDB06469"
"met_479","linoleoylcholine*","Lipid","Fatty Acid Metabolism (Acyl Choline)",57463,"LC/MS Pos Late",100015760,1388,366.3367,"",".","",""
"met_480","linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*","Lipid","Diacylglycerol",54950,"LC/MS Pos Late",100010929,2500,682.5405,"",".","","HMDB07266"
"met_481","linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*","Lipid","Diacylglycerol",54964,"LC/MS Pos Late",100010927,2478,632.5249,"",".","","HMDB07250"
"met_482","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","Lipid","Diacylglycerol",54968,"LC/MS Pos Late",100010941,2720,634.5405,"",".","","HMDB07248"
"met_483","lysine","Amino Acid","Lysine Metabolism",1301,"LC/MS Pos Early",407,2850,147.1128,"56-87-1","5962","C00047","HMDB00182"
"met_484","malate","Energy","TCA Cycle",1303,"LC/MS Neg",409,615.6,133.0143,"6915-15-7","525","C00149","HMDB00156"
"met_485","maleate","Lipid","Fatty Acid, Dicarboxylate",20676,"LC/MS Polar",100000707,2640,115.0037,"110-16-7","444266","C01384","HMDB00176"
"met_486","malonate","Lipid","Fatty Acid Synthesis",15872,"LC/MS Polar",818,3447,103.0037,"141-82-2;26522-22-85-0","867","C00383","HMDB00691"
"met_487","malonylcarnitine","Lipid","Fatty Acid Synthesis",37059,"LC/MS Pos Early",100001526,2086,248.1129,"853728-01-5","22833583","","HMDB02095"
"met_488","mannitol/sorbitol","Carbohydrate","Fructose, Mannose and Galactose Metabolism",46142,"LC/MS Polar",100001740,2320,181.0718,"","5780","C00794","HMDB00247"
"met_489","mannose","Carbohydrate","Fructose, Mannose and Galactose Metabolism",48153,"LC/MS Polar",803,2200,225.0616,"3458-28-4","18950","C00159","HMDB00169"
"met_490","margarate (17:0)","Lipid","Long Chain Fatty Acid",1121,"LC/MS Neg",891,5731,269.2486,"506-12-7","10465","","HMDB02259"
"met_491","margaroylcarnitine (C17)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57512,"LC/MS Pos Late",100004054,1424,414.3578,"106182-29-0",".","","HMDB06210"
"met_492","mead acid (20:3n9)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",35174,"LC/MS Neg",100001472,5650,305.2486,"20590-32-3","5312531","","HMDB10378"
